Company,Valuation,Funding,Select Investors,Country,Continent,Founders
UnionTech,$1B,$279M,Beijing E-town International Investment & Development,China,Asia,"Joe Musselman, Will Somerindyke"
CloudBees,$1B,$236M,Goldman Sachs Asset Management,United States,North America,"Sacha Labourey, Francois Dechery, Kohsuke Kawaguchi"
Happy Money,$1B,$337M,TruStage Ventures,United States,North America,"Scott Saunders, Jordan Hewson"
Elemy,$1B,$323M,Goodwater Capital, Premji Invest,United States,Yury Yakubchyk
Rebellion Defense,$1B,$150M,Insight Partners, Venrock,United States,"Chris Lynch, Oliver Lewis, Nicole Camarillo"
Boom Supersonic,$1B,$347M,NEOM Investment Fund,United States,North America,Blake Scholl
Guideline,$1B,$339M,General Atlantic,United States,North America,"Kevin Busque, Mike Nelson, Jeremy Caballero"
DevRev,$1B,$151M,Khosla Ventures, Mayfield Fund,United States,"Dheeraj Pandey, Manoj Agarwal"
Dotc United Group,$1B,$395M,Zeus Entertainment,China,Asia,Yi Shi
Spendesk,$1B,$312M,Tiger Global Management,France,Europe,"Rodolphe Ardant, Guilhem Bellion, Jordane Guily"
Jiuxian,$1B,$250M,HSG,China,Asia,"Haofeng He, Hao Hongfeng"
TalkingData,$1B,$142M,VCI Global,China,Asia,"Leo Cui, Victor Wei"
DANA,$1B,$250M,,Indonesia,Asia,"Clarence W Spicer, Joseph Victor, Charles Anderson Dana, Hugo Reinz, J B Long"
Tines,$1B,$271M,GS Growth,Ireland,Europe,Thomas Kinsella
SKIO Matrix,$1B,$299M,IDG Capital,China,Asia,Not Found
RootCloud,$1B,$195M,IDG Capital,China,Asia,Zhen Liu
Enable,$1B,$276M,Lightspeed Venture Partners,United States,North America,"Charlotte, Dane DeLozier"
Teld New Energy,$1B,$396M,CDH Investments, China Reform Holdings Corporation,China,Yongguang Guo
NewsBreak,$1B,$151M,Francisco Partners,United States,North America,"Jeff Zheng, Ren Xuyang"
L&P Cosmetic,$1B,$33M,Credit Suisse,South Korea,Asia,"Lily, Paul"
Nexthink,$1B,$346M,Permira,Switzerland,Europe,"Pedro Bados, Patrick Hertzog"
Chemao,$1B,$199M,ZHEFU Holding,China,Asia,"Huang Wei, Guangyu Han"
Keyuan Petrochemicals,$1B,$0,Shanghai Fosun High Technology,China,Asia,Not Found
Inspur Cloud,$1B,$3B,CCB International, China Minsheng Bank,China,"Leijun Hu, Sun Pishu"
Staffbase,$1B,$306M,General Atlantic,Germany,Europe,"Martin Böhringer, Frank Wolf, Lutz Gerlach"
Chief,$1B,$140M,CapitalG,United States,North America,"Carolyn Childers, Lindsay Kaplan"
Apna,$1B,$193M,Tiger Global Management,India,Asia,Nirmit Parikh
CAIS,$1B,$406M,Hamilton Lane,United States,North America,Matt Brown
IntelyCare,$1B,$171M,Janus Henderson Investors,United States,North America,"David Coppins, Ike Nnah, Chris Caulfield"
G2,$1B,$258M,Permira, Salesforce Ventures,United States,"Carlos Rodriguez, Jens Hilgers"
Carousell,$1B,$375M,GoTo Group,Singapore,Asia,"Quek Siu Rui, Lucas Ngoo, Marcus Tan"
People.ai,$1B,$200M,Akkadian Ventures, Mubadala Capital Ventures,United States,Oleg Rogynskyy
eSentire,$1B,$186M,Caisse de Depot et Placement du Quebec, Georgian,Canada,Not Found
Beyond Identity,$1B,$205M,Evolution Equity Partners,United States,North America,"Jim Clark, Tom Jermoluk"
Zego,$1B,$282M,DST Global, General Catalyst,United Kingdom,"Sten Saar, Harry Franks"
Acko,$1B,$458M,General Atlantic,India,Asia,Varun Dua
Karat,$1B,$169M,Serena Williams,United States,North America,"Will Kim, Eric Wei"
Sunbit,$1B,$210M,Group 11,United States,North America,"Arad Levertov, Ornit Dweck-Maizel, Tal Riesenfeld"
SonderMind,$1B,$183M,Drive Capital, Premji Invest,United States,"Mark Frank, Sean Boyd"
Pharmapacks,$1B,$433M,The Carlyle Group,United States,North America,"Andrew Vagenas, Bradley Tramunti, Adam J Berkowitz"
GlobalBees,$1B,$185M,Premji Invest,India,Asia,"Nitin Agarwal, Supam Maheshwari"
Yijiupi,$1B,$511M,Tencent,China,Asia,"Chaocheng Wang, Sheng Qiang Chen, Shi Tao"
Fundbox,$1B,$404M,Healthcare of Ontario Pension Plan (HOOPP),United States,North America,"Eyal Shinar, Tomer Michaeli, Yuval Ariav"
LEAD,$1B,$166M,GSV Ventures, WestBridge Capital,India,"Sumeet Mehta, Smita Deorah"
Rightway,$1B,$239M,Khosla Ventures,United States,North America,"Jordan Feldman, Theodore Feldman"
Infobip,$1B,$300M,One Equity Partners,United Kingdom,Europe,"Silvio Kutić, Roberto Kutić, Izabel Jelenić"
Deputy,$1B,$159M,Express Employment Professionals,Australia,Oceania,"Ashik Ahmed, Steve"
Tango Me,$1B,$358M,Alibaba Group,United States,North America,"Uri Raz, Eric Setton"
Humanity Protocol,$1B,$52M,Jump Crypto, Pantera Capital,,"Sandeep Nailwal, Terence Kwok"
Invoca,$1B,$201M,Silver Lake Waterman,United States,North America,"Colin Kelley, Jason Spievak, Robert Duva"
Nowports,$1B,$243M,SOFTBANK Latin America Ventures,Mexico,North America,"Alfonso De los Rios, Maximiliano Casal"
Recover,$1B,$100M,Goldman Sachs Asset Management,Spain,Europe,Not Found
Daily Harvest,$1B,$120M,Lone Pine Capital, Suttona Capital,United States,Rachel Drori
Dream Security,$1B,$154M,Bain Capital Ventures,Israel,Asia,"Shalev Hulio, Sebastian Kurz, Gil Dolev"
Statsig,$1B,$153M,ICONIQ Growth,United States,North America,Vijaye Raji
Imply,$1B,$215M,Thoma Bravo,United States,North America,"Fangjin Yang, Gian Merlino, Vadim Ogievetsky"
Wasabi Technologies,$1B,$397M,Azura Partners, SiS Distribution Thailand,United States,"David Friend, Jeff Flowers"
Teleport,$1B,$169M,Bessemer Venture Partners,United States,North America,"Taylor Wakefield, Jeff Bunten"
Material Security,$1B,$162M,Founders Fund,United States,North America,Not Found
Caribou,$1B,$189M,Goldman Sachs,United States,North America,"John Puckett, Kim Puckett"
Rapido,$1B,$540M,Prosus Ventures,India,Asia,"Pavan Guntupalli, Rishikesh SR, Aravind Sanka"
Lendbuzz,$1B,$222M,Group1001,United States,North America,"Amitay Kalmar, Dan Raviv"
The Bank of London,$1B,$185M,Mangrove Capital Partners,United Kingdom,Europe,"William Paterson, Anthony Watson"
Letu,$1B,$30M,CICC Capital,China,Asia,"R.G. LeTourneau, Evelyn LeTourneau"
Nxin,$1B,$53M,Beijing Junenghesheng Industry Investment Fund, Beijing Shuju Xinrong Investment Management,China,"Suwen Xue, Yan Junfeng"
Earnix,$1B,$98M,Insight Partners,Israel,Asia,"Sammy Krikler, Udi Ziv"
LeCloud,$1B,$153M,Chongqing Industry Investment Fund,China,Asia,Yongqiang Yang
Amarenco,$1B,$515M,Arjun Infrastructure Partners,Ireland,Europe,"Alain Desvigne, John Mullins"
Cirkul,$1B,$112M,SC.Holdings,United States,North America,"Andy Gay, Garrett Waggoner"
Rivigo,$1B,$269M,Elevation Capital, Spring Canter Investment,India,"Deepak Garg, Gazal Kalra"
Veepee,$1B,$0,Qatar Holding,France,Europe,"Jacques Antoine Granjon, Xavier Court, Michael Benabou, Ilan Benhaim, Julien Sorbac"
MobileCoin,$1B,$107M,Future Ventures, General Catalyst,United States,"Joshua Goldbard, Shane Glynn"
Radius Payment Solutions,$1B,$200M,Inflexion,United Kingdom,Europe,Bill Holmes
Scivita Medical Technology,$1B,$124M,GL Ventures LLC, Lilly Asia Ventures,China,"Chin To, Yi Zhang"
Yi'an Holdings,$1B,$294M,Zhongling Shanghai Investment,China,Asia,"Jinfeng Huang, Yi He"
Branch,$1B,$230M,Weatherford Capital,United States,North America,"Kevin Barry, Harriet Wright, John"
Density,$1B,$217M,Kleiner Perkins,United States,North America,"Andrew Farah, Ben Redfield, Brian Weinreich, Jordan Messina, Robert Grazioli, Steven VonDeak"
Mixpanel,$1B,$277M,Bain Capital Tech Opportunities,United States,North America,"Suhail Doshi, Tim Trefren"
Sendbird,$1B,$221M,Steadfast Financial,United States,North America,"John S. Kim, Forest Lee, Harry Kim"
Luoji Siwei,$1B,$144M,ZhenFund,China,Asia,Zhenyu Luo
Zopa,$1B,$974M,A.P. Moller Holding,United Kingdom,Europe,Not Found
Element Biosciences,$1B,$678M,Wellington Management,United States,North America,Not Found
Bluepha,$1B,$303M,Zhongping Capital,China,Asia,"Zhang Haoqian, Li Teng"
Astronergy,$1B,$553M,Yunhao Capital,China,Asia,Not Found
Chint New Energy,$1B,$219M,Yunhao Capital,China,Asia,Not Found
Aijia Home Furnishing Products,$1B,$146M,Tiantu Capital,China,Asia,Not Found
B&C Chemical,$1B,$134M,China Development Bank Capital, Zhongping Capital,China,Not Found
Miaoshou Doctor,$1B,$946M,Sequoia Capital, Tencent,China,"He Tao, Daoliang Han"
Splashtop,$1B,$114M,Sapphire Ventures,United States,North America,"Mark Lee, Phil"
Veritas Finance,$1B,$320M,Multiples,India,Asia,"D. Arulmany, Sheik Abdullah, Arulmany Duraisamy, Vidya Arulmany"
Chinac.com,$1B,$379M,Orient Securities Capital Investment,China,Asia,Xu Guangbin
Morning Consult,$1B,$91M,Advance Venture Partners,United States,North America,"Michael Ramlet, Dr. Kyle Dropp"
Kong Studios, Inc.,$1B,$65M,DSC Investment,United States,"Jeehyung Lee, Won Sok"
Qiyuan Core Power Technology,$1B,$359M,Contemporary Amperex Technology,China,Asia,Not Found
Electric,$1B,$212M,Harmonic Growth Partners,United States,North America,Not Found
Juanpi,$1B,$136M,China Merchants Bank, Tiantu Capital,China,"Xia Lifeng, Huang Chengsong"
NoBroker,$1B,$377M,Google,India,Asia,"Saurabh Garg, Akhil Gupta, Amit Agarwal"
Gaussian Robot,$1B,$395M,Jintuo Capital,China,Asia,"Edward Cheng, Zhang Wei, Cheng Haotian, Qin Baoxing"
Zihaiguo,$1B,$80M,Beijing Taikang Investment,China,Asia,Not Found
Aqara,$1B,$272M,Shenzhen Capital Group,China,Asia,Eugene You
TrustDecision,$1B,$252M,China Merchants Venture Capital,China,Asia,"Tao Jiang, Jackal Ma Chun Kui"
Polarium,$1B,$223M,AMF,Sweden,Europe,"Stefan Jansson, Leif Ottosson, Clas Gunneberg, Harald"
Perfios Software Solutions,$1B,$435M,Teachers' Venture Growth,India,Asia,"V.R. Govindarajan, Debashish Chakraborty, Kunnath Santosh"
NAVER Z,$1B,$208M,Krafton,South Korea,Asia,"Lee Hae Jin, Kwon Hyuk"
Gelato,$1B,$269M,Insight Partners,Norway,Europe,"Henrik Muller-Hansen, Henrik Müller-Hansen"
Lanhu,$1B,$235M,GGV Capital,China,Asia,"Joann Ai, Yanghui Ren, Zhu Feng"
InCred,$1B,$239M,Ranjan Pai,India,Asia,"Bhupinder Singh, Anshu Jain"
Augury,$1B,$369M,Lightrock,United States,North America,"Gal Shaul, Saar Yoskovitz"
Amount,$1B,$313M,Curql,United States,North America,Al Goldstein
Lydia,$1B,$260M,Accel, Dragoneer Investment Group,France,Not Found
SmartMi International Limited,$1B,$50M,GIC,China,Asia,"Bin Lin, Chuan Wang, De Liu, Feng Hong, Guangping Zhou, Jiangji Huang, Jun Lei, Kong-Kat Wong, Wanqiang Li"
Wifi Skeleton Key,$1B,$52M,Eight Roads Ventures,China,Asia,Chen Danian
Pentera,$1B,$250M,Evolution Equity Partners,Israel,Asia,"Dr. Arik Liberzon, Arik Faingold, Amitai Ratzon"
Meero,$1B,$293M,Avenir, Eurazeo,France,"Thomas Rebaud, Guillaume Lestrade, Jeremy Teper"
Huasheng Haoche,$1B,$450M,Crescent Point,China,Asia,"Chen Pengyun, Ma Xiaojun"
Swile,$1B,$326M,Hedosophia, SoftBank,France,"Loïc Soubeyrand, Sandrine Soubeyrand"
Emplifi,$1B,$0,Sixth Street,United States,North America,"Jan Rezab, Robert Lang, Ohad Hecht, Nikola Pantovic"
CargoX,$1B,$390M,SOFTBANK Latin America Ventures, Tencent,Brazil,Stefan Kukman
XTransfer,$1B,$168M,D1 Capital Partners,China,Asia,Bill Deng
Lianshang Literature,$1B,$20M,HOPU Investment Management Company,China,Asia,Jinguo Zhang
GeoComply,$1B,$0,Arctos Sports Partners, Norwest Venture Partners,Canada,"David Briggs, Anna Sainsbury"
Carson Group,$1B,$0,Bain Capital,United States,North America,"Ron Carson, Omani Carson"
Iodine Software,$1B,$0,Advent International,United States,North America,"Mike Kadyan, William Chan"
Kendra Scott Design,$1B,$0,65 Equity Partners,United States,North America,Kendra Scott
VNG,$1B,$500K,CyberAgent Capital,Vietnam,Asia,"Le Hong Minh, Bryan Pelz, Vuong Quang Khai"
JD.ID,$1B,$0,Gojek,Indonesia,Asia,Liu Qiangdong
Grupo Axo,$1B,$0,BlackRock Private Equity Partners,Mexico,North America,"Andrés Gómez, Alberto Fasja Cohen"
Xiaoice,$1B,$138M,Hillhouse Investment,China,Asia,Not Found
Quikr,$1B,$334M,Kinnevik, Tiger Global Management,India,"Pranay Chulet, Jiby Thomas"
Beamery,$1B,$223M,Teachers' Venture Growth,United Kingdom,Europe,"Abakar Saidov, Sultan Saidov, Michael Paterson"
Factorial,$1B,$220M,Atomico,Spain,Europe,"Jordi Romero, Bernat Farrero, Pau Ramon Revilla"
Open Financial Technologies,$1B,$187M,IIFL Finance,India,Asia,"Anish Achuthan, Mabel Chacko, Deena Jacob, Ajeesh Achuthan"
MSquared,$1B,$150M,Andreessen Horowitz, SoftBank Vision Fund,United Kingdom,"Graeme Malcolm OBE, Gareth Maker"
UPSIDE Foods,$1B,$581M,Abu Dhabi Growth Fund, Temasek Holdings,United States,"Uma Valeti, Nick Genovese"
NexHealth,$1B,$177M,Buckley Ventures,United States,North America,"Alamin Uddin, Waleed Asif, John Smith, Sarah Johnson"
Instabox,$1B,$292M,Swedbank Robur,Sweden,Europe,"Alexis Priftis, Staffan Gabrielsson, Johan Lundin"
Divergent,$1B,$593M,Hexagon,United States,North America,Not Found
iSpot.tv,$1B,$383M,Goldman Sachs,United States,North America,Sean Muller
Good Choice Company,$1B,$39M,,South Korea,Asia,Not Found
reMarkable,$1B,$24M,Spark Capital,Norway,Europe,"Magnus Wanberg, Magnus Heimsjo, Mats Herding Solberg, Magnus Haug Wanberg"
Habi,$1B,$316M,Homebrew, SOFTBANK Latin America Ventures,Colombia,"Brynne McNulty Rojas, Sebastian Noguera Escallon"
Opn,$1B,$220M,SCB 10X, SPARX Group,Japan,"Jun Hasegawa, Ezra Don Harinsut"
Semperis,$1B,$373M,Hercules Capital, JP Morgan,United States,Not Found
TransferMate,$1B,$130M,RPMI Railpen,Ireland,Europe,Terry Clune
Velocity Global,$1B,$500M,Eldridge Industries, Norwest Venture Partners,United States,Ben Wright
JupiterOne,$1B,$119M,Tribe Capital,United States,North America,Erkang Zheng
Ultima Genomics,$1B,$600M,,United States,North America,"Gilad Almogy, Mark Pratt"
Immuta,$1B,$258M,Databricks Ventures,United States,North America,"Matthew Carroll, Steve Touw, Mike Schiller"
EcoVadis,$1B,$733M,Astorg, Beyond Net Zero,France,"Pierre Francois Thaler, Frederic Trinel"
Vendr,$1B,$216M,Craft Ventures, SoftBank Vision Fund,United States,Ryan Neu
Turntide Technologies,$1B,$266M,Climate Investment,United States,North America,"Mark Johnston, Piyush Desai, Trevor Creary"
MNTN,$1B,$186M,BlackRock, Fidelity,United States,Not Found
thatgamecompany,$1B,$29M,Sequoia Capital, TPG,United States,"Jenova Chen, Kellee Santiago"
Zongmu,$1B,$376M,Caitong Capital, Dongyang State-Owned Assets Investment,China,Tang Rui
Yunyinggu,$1B,$121M,HSG,China,Asia,Gu Jing
Insilico Medicine,$1B,$510M,Pudong Chuangtou, Value Partners,Hong Kong,Alex Zhavoronkov
Visby Medical,$1B,$328M,Lightrock,United States,North America,Adam de la Zerda
FourKites,$1B,$242M,Mitsui & Co,United States,North America,Not Found
Flexe,$1B,$263M,BlackRock,United States,North America,"Francis Duong, Karl Siebrecht, Edmond Yue"
Tebra,$1B,$137M,Golub Capital,United States,North America,"Dan Rodrigues, Luke Kervin, Travis Schneider"
JLSemi,$1B,$90M,Renchen Semiconductor, Summitview Capital,China,"He Runsheng, Ho Ion Sang"
Exterro,$1B,$100M,Coller Capital, Glendower Capital,United States,Bobby Balachandran
Prodege,$1B,$60M,Great Hill Partners,United States,North America,"Josef Gorowitz, Scott Dudelson"
Paystand,$1B,$98M,NewView Capital,United States,North America,"Jeremy Almond, Scott Campbell, Mark Fisher"
Freenome,$1B,$1B,Roche,United States,North America,"Charles Roberts, Riley Ennis, Gabriel Otte"
SAIC Mobility,$1B,$373M,SAIC Motor,China,Asia,Not Found
TerraPower,$1B,$750M,Bill Gates, SK Group,United States,Not Found
Zebec,$1B,$43M,Distributed Global, Solana Ventures,United States,Sam Thapaliya
Terawatt Infrastructure,$1B,$1B,Vision Ridge Capital Partners,United States,North America,Neha Palmer
Swiftly,$1B,$216M,BRV Capital Management,United States,North America,"Jonny Simkin, Will Dayton, Michael Smith, Henry Kim"
LINE MAN Wongnai,$1B,$375M,GIC, LINE Plus Corporation,Thailand,"Pattrawoot Suesatayasilp, Suparit Krityakien, Yod Chinsupakul"
Satispay,$1B,$532M,Addition,Italy,Europe,"Alberto Dalmasso, Dario Brignone, Samuele Pinta"
Stability AI,$1B,$181M,WPP,United Kingdom,Europe,"Emad Mostaque, Cyrus Hodes"
Xanadu,$1B,$231M,Georgian,Canada,North America,Christian Weedbrook
Wayve,$1B,$1B,Uber,United Kingdom,Europe,Alex Kendall
Cambridge Mobile Telematics,$1B,$503M,SoftBank Vision Fund,United States,North America,"Hari Balakrishnan, William V Powers, Samuel Madden"
Gokin Solar,$1B,$620M,IDG Capital, Zhuhai Huafa Group,Japan,"Chris Pihl, David Kirtley, George Votroubek, John Slough"
MNT-Halan,$1B,$478M,International Finance Corporation,Egypt,Africa,"Mounir Nakhla, Ahmed Mohsen"
Atmosphere,$1B,$194M,S3 Ventures, Sageview Capital,United States,"Leo Resig, John Resig"
Character.ai,$1B,$150M,Andreessen Horowitz,,,"Noam Shazeer, Daniel de Freitas"
SiEngine Technology,$1B,$220M,China State-owned Enterprise Structural Adjustment Fund,China,Asia,"Eric Li, Li Shufu"
Adept AI,$1B,$415M,General Catalyst, Spark Capital,United States,David Luan
Flo Health,$1B,$276M,General Atlantic,United Kingdom,Europe,"Dmitry Gurski, Yuri Gurski"
Sygnum,$1B,$188M,Fulgur Ventures,Switzerland,Europe,"Luka Müller, Manuel Krieger, Mathias Imbach, Gerald Goh"
Blueground,$1B,$261M,Susquehanna Private Equity Investments,United States,North America,"Alex Chatzieleftheriou, Alexis Maragkos"
Xreal,$1B,$306M,Alibaba Group,China,Asia,"Chi Xu, Bing Xiao, Jordan Maron"
BFMeta,$1B,$0,Goldman Sachs,United States,North America,Not Found
Ohmium,$1B,$295M,3M,United States,North America,"Arne Ballantine, Kirsten Burpee"
Avenue One,$1B,$100M,WestCap,United States,North America,"John Smith, Sarah Johnson, William Martiner, Ryan Stroker"
Gradiant,$1B,$392M,BoltRock Holdings, Centaurus Capital LP,United States,"Prakash Govindan, Anurag Bajpayee"
Restaurant365,$1B,$438M,ICONIQ Growth,United States,North America,"Tony Smith, John Moody, Morgan Harris"
GO,$1B,$72M,Fidelity International, Okayama Kotsu,Japan,"Eddie Whittingham, Ash Mufareh"
DocPlanner,$1B,$140M,GS Growth, One Peak,Poland,"Luca Puccioni, Lucjan Samulowski, Mariusz Gralewski"
VectorBuilder,$1B,$58M,Guangzhou Yuexiu Industrial Investment Fund,United States,North America,Dr. Bruce Lahn
Agibot,$1B,$85M,Tencent,,,"Peng Zhihui, Li Yijia, Cao Xuanye, Xia Lixue"
1Komma5°,$1B,$647M,CalSTRS, G2 Venture Partners,Germany,"Philipp Schröder, Micha Grüber, Jannik Schall, Philip Liesenfeld, Sascha Koppe"
Typeface,$1B,$165M,Salesforce Ventures,United States,North America,"William Caslon, Frederic Goudy"
Pigment,$1B,$396M,ICONIQ Growth,France,Europe,"Eléonore Crespo, Romain Niccoli"
Flashbots,$1B,$60M,Paradigm,Cayman Islands,North America,"Stephane Gosselin, Alex Obadia"
Fullcryo,$1B,$158M,CCB Equity, Chengtong Mixed Reform,China,Not Found
Imbue,$1B,$232M,Astera Institute,United States,North America,"Kanjun Qiu, Josh Albrecht"
Kin Insurance,$1B,$266M,Activate Capital Partners,United States,North America,"Sean Harper, Lucas Ward, Sebastian Villarreal, Stephen Wooten"
Generate Biomedicines,$1B,$693M,Samsung Life Science Fund,United States,North America,"Noubar Afeyan, Gevorg Grigoryan, Molly Gibson"
Stegra,$1B,$3B,AMF, GIC,Sweden,Not Found
Verkor,$1B,$1B,Macquarie Group,France,Europe,"Benoit Lemaignan, Philippe Chain, Sylvain Paineau, Gilles Moreau, Christophe Mille, Olivier Dufour"
Electric Hydrogen,$1B,$602M,Energy Impact Partners, Fifth Wall,United States,"Raffi Garabedian, David Eaglesham, Derek Warnick"
Lyten,$1B,$360M,The Luxembourg Future Fund,United States,North America,"William Wraith, Lars Herlitz, Scott Mobley, Dan Cook"
Prove,$1B,$246M,Capital One Ventures, MassMutual Ventures,United States,"Mike Brody, Rodger Desai"
Rong Semiconductor,$1B,$0,Xing Wang, Yu Renrong,China,Peng Bai
Metropolis,$1B,$1B,3L Capital, Eldridge Industries,United States,"Alexander Israel, Travis Kell, Peter Fisher, Courtney Fukuda"
Anhui YOFC Advanced Semiconductor,$1B,$525M,,China,Asia,Dr. Hongchao Liu
01.AI,$1B,$0,Alibaba Cloud,,,"Kai-Fu Lee, Xuemei Gu"
Rokid,$1B,$643M,Wuhan Jiangxia Technology Investment,United States,North America,"Mingming Zhu, Eric Wong, Misa Zhu"
MaintainX,$1B,$104M,Bain Capital Ventures,United States,North America,Chris Turlica
Andalusia Labs,$1B,$52M,Lightspeed Venture Partners,United States,North America,"Raouf Ben Har, Drew Patel"
Tamara,$1B,$556M,Sanabil, Saudi National Bank,Saudi Arabia,"Abdulmajeed Alsukhan, Turki Bin Zarah, Abdulmohsen Al Babtain"
Vestwell,$1B,$238M,Lightspeed Venture Partners,United States,North America,Aaron Schumm
SolarSpace,$1B,$412M,Yingke Capital,China,Asia,David Vili
Silicon Box,$1B,$507M,Prysm Capital,Singapore,Asia,"Byung Joon Han, Sehat Sutardja, Weili Dai"
Insitro,$1B,$643M,CPP Investments,United States,North America,Daphne Koller
Picnic,$1B,$1B,Bill & Melinda Gates Foundation,The Netherlands,Europe,"Bas Verheijen, Daniel Gebler, Frederik Nieuwenhuys, Joris Beckers, Michiel Muller"
Krutrim,$1B,$280M,Z47,India,Asia,Bhavish Aggarwal
DataSnipper,$1B,$100M,Index Ventures,The Netherlands,Europe,"Maarten Alblas, Jonas Ruyter, Kai Bakker"
Yuanxin Satellite,$1B,$944M,China Development Bank,China,Asia,Not Found
Bugcrowd,$1B,$181M,General Catalyst,United States,North America,"Casey Ellis, Chris Raethke, Sergei Belokamen"
Polyhedra Network,$1B,$45M,Polychain,United States,North America,"Tim Polyhedra Network, James Zhang, Lei Zhang, Tiancheng Xie, Eric Vreeland"
Uzum,$1B,$52M,FinSight Ventures,Uzbekistan,Asia,Djasur Djumaev
IntraBio,$1B,$51M,,United Kingdom,Europe,Mallory Factor
io.net,$1B,$30M,Hack VC,United States,North America,"Ahmad Shadid, Saad Mohammed Alenezi, Raj Karan"
QI Tech,$1B,$261M,General Atlantic,Brazil,South America,"Pedro Mac Dowell, Marcelo Bentivoglio"
Xaira Therapeutics,$1B,$1B,ARCH Venture Partners, Foresite Capital,United States,"Jim Tananbaum, Anima Anandkumar, Philip Leung, Hetu Kamisetty"
Farcaster,$1B,$180M,Paradigm,United States,North America,"Dan Romero, Varun Srinivasan"
Monad,$1B,$244M,OKX Ventures,United States,North America,Keone Hon
Snorkel AI,$1B,$135M,QBE Ventures,United States,North America,"Chris Re, Alexander Ratner, Braden Hancock, Paroma Varma, Henry Ehrenberg"
Aqua Security,$1B,$325M,Evolution Equity Partners,Israel,Asia,"Amir Jerbi, Dror Davidoff"
G42,$1B,$2B,Microsoft,United Arab Emirates,Asia,Not Found
Feedzai,$1B,$277M,Conexo Ventures,Portugal,Europe,"Nuno Sebastião, Paulo Marques, Pedro Bizarro"
SnapLogic,$1B,$371M,Sixth Street,United States,North America,"Gaurav Dhillon, Mike Pittaro"
CHEQ,$1B,$182M,Tiger Global Management,Israel,Asia,"Aditya Soni, Vished Banger, Guy Tytunovich, Ehud Levy"
Ample,$1B,$301M,Mitsubishi Corporation,United States,North America,"Khaled Hassounah, John de Souza"
FLASH,$1B,$319M,Vista Equity Partners,United States,North America,Ranjith Boyanapalli
Hasura,$1B,$137M,Greenoaks,India,Asia,"Tanmai Gopal, Rajoshi Ghosh"
Licious,$1B,$490M,Amansa Capital,India,Asia,"Abhay Hanjura, Vivek Gupta"
Mux,$1B,$174M,Coatue,United States,North America,"Jon Dahl, Steve Heffernan, Matthew McClure, Adam Brown"
Carro,$1B,$595M,Woori Venture Partners,Singapore,Asia,"Aaron Tan, Aditya Lesmana, Kelvin Chng"
Minute Media,$1B,$260M,Dawn Capital,United Kingdom,Europe,"Asaf Peled, Yuval Larom, Gili Beiman"
Vedantu,$1B,$292M,Stride Ventures,India,Asia,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash"
Taxfix,$1B,$330M,Ontario Teachers' Pension Plan,Germany,Europe,"Mathis Büchi, Lino Teuteberg"
Printful,$1B,$130M,Bregal Sagemount,United States,North America,"Lauris Liberts, Davis Siksnans"
OneFootball,$1B,$381M,Major League Soccer,Germany,Europe,Lucas von Cranach
EmployerDirect Healthcare,$1B,$1M,Dundon Capital Partners,United States,North America,Not Found
TechStyle Fashion Group,$1B,$336M,Shining Capital,United States,North America,"Don Ressler, Adam Goldenberg"
Mobvoi,$1B,$264M,Nanjing Economic Development Juzhi Technology Innovation Investment Partnership, ZGC Group,China,Li Zhifei
Moka,$1B,$144M,Tiger Global Management,China,Asia,"Jeff Abella, Ishan Tigunait"
Builder.ai,$1B,$445M,Qatar Investment Authority,United Kingdom,Europe,"Sachin Dev Duggal, Saurabh Dhoot"
Zhaogang.com,$1B,$379M,West Fund,China,Asia,Wang Dong
MegaRobo,$1B,$426M,Asia Investment Capital, GGV Capital,China,"Daniel Huang, Zhixin Qiao"
Ninebot,$1B,$247M,China Mobile Innovation Industry Fund, SDIC Fund Management,China,"Ye Wang, Gao Lufeng"
Beisen,$1B,$388M,Fidelity International, Goldman Sachs,China,Not Found
HT Aero,$1B,$650M,5Y Capital, IDG Capital,China,"Deli Zhao, Wang Tan, Zheng Congwei"
Parametrix.ai,$1B,$130M,HSG,China,Asia,Liu Yongsheng
Shippo,$1B,$154M,Bessemer Venture Partners,United States,North America,"Laura Behrens Wu, Simon Kreuz"
Verily,$1B,$4B,Alphabet, Google,United States,"Alix Hart, Jessica Mega, Brian Otis, Andrew Conrad"
Qiniu,$1B,$397M,YF Capital,China,Asia,"Hugh Lv, Xu Shiwei"
Raisin,$1B,$271M,M&G Investments,Germany,Europe,"Todd Graves, Craig Silvey"
LeadSquared,$1B,$188M,WestBridge Capital,India,Asia,"Nilesh Patel, Prashant Singh, Sudhakar Gorti, Sukhbir Kalsi, Anand Kumar"
Bluecore,$1B,$263M,Georgian,United States,North America,"Fayez Mohamood, Max Bennett, Mahmoud Arram"
Genies,$1B,$267M,Silver Lake,United States,North America,"Akash Nigam, Evan Rosenbaum, Matt Geiger"
Qingju,$1B,$2B,Didi,China,Asia,Not Found
Shouqi Limousine & Chauffeur,$1B,$140M,Baidu, NIO Capital,China,Not Found
VulcanForms,$1B,$355M,D1 Capital Partners,United States,North America,"Martin Feldmann, John Hart"
Unstoppable Domains,$1B,$72M,Pantera Capital,United States,North America,"Matthew Gould, Brad Kam"
